name,country,state,address,reg_no,product_codes,device_names,device_class,specialty,k_numbers,source
ZIEN MEDICAL TECHNOLOGIES LLC,US,UT,2490 South 300 West Salt Lake City UT US 84115,3009756153,FLL; IKD; HRR; BYX; KMK; HWT; HWC; HTN; HRX; ITX; IYO; LLZ; HTP; HET; GCQ; GCJ; HXB; NBH; MCW; HTX; GAA; LRP; FMI; ORG; EMI; JQC; EMH; HTS; HTD,Continuous Measurement Thermometer; Cable; Electrode; Scissors; Orthopedic; Surgical; Tubing; Pressure And Accessories; Device; Intravascular Catheter Securement; Template; Screw; Fixation; Bone; Washer; Bolt Nut; Arthroscope; Transducer; Ultrasonic; Diagnostic; System; Imaging; Pulsed Echo; Image Processing; Radiological; File; Laparoscope; Gynecologic (And Accessories); Endoscope; Flexible; General & Plastic Surgery; Probe; Accessories; Arthroscopic; Catheter; Peripheral; Atherectomy; Rongeur; Needle; Aspiration And Injection; Disposable; Tray; Hypodermic; Single Lumen; Platelet And Plasma Separator For Bone Graft Handling; Centrifuges (Micro; Ultra; Refrigerated) For Clinical Use; Forceps; Knife,2; 1,"General Hospital; Physical Medicine; Orthopedic; Anesthesiology; Radiology; Obstetrics/Gynecology; Gastroenterology, Urology; Cardiovascular; General, Plastic Surgery; Hematology; Dental; Clinical Chemistry",,openFDA
"JMS MANUFACTURING, INC.",US,NE,8805 Vernon Ave Omaha NE US 68134,3012094493,BRW; DZN,Protector; Dental; Instruments; Dental Hand,1,Anesthesiology; Dental,,openFDA
ARCH Medical Solutions - Memphis,US,TN,255 Kirby Dr Lexington TN US 38351,3016438694,KWP; MNI; NKB; MNH; OSH; KWQ; HTP; HTD; MQP; OVD; HAW; OLO; MAX; PHM; HWC; HTF; GEA; OUR; IKN; GWF; OWB; ETN; LLZ; PDQ; JAA; HXG; HTW; FST; FZX; JDO; HRS; HTY; NBH; FXG; NQW; HXB; NKG; HWE; HWX; FZY; OWI; JDS; HSB; HTE; HXO; KDG; KWT; HSD; HXC; GDG; GES; PLR; HTO; HRX; OVE; HXW; MBL; KWZ; JDQ; JDJ; KWY; JDI; LPH; LZY; MEH; KWL; JDG; LWJ; LZO; MJO; PML; KRR; MBH; KRO; NPJ; KRQ; HSX; HRY; JWH; GAD; HXX; HWA; BSK; BTR; HWT; GWJ; GEI; ODP; PEK; HTQ; HWM; LXH; PGN; JDW; MQV; KTZ; SBF; KCT; KTT; HWJ; HBE,Appliance; Fixation; Spinal Interlaminal; Orthosis; Spinal Pedicle Fixation; Thoracolumbosacral Pedicle Screw System; Spondylolisthesis Spinal Fixation; Pedicle Screw Spinal System; Adolescent Idiopathic Scoliosis; Spinal Intervertebral Body; File; Forceps; Spinal Vertebral Body Replacement Device; Intervertebral Fusion Device With Integrated Fixation; Lumbar; Neurological Stereotaxic Instrument; Orthopedic Stereotaxic Instrument; Intervertebral Fusion Device With Bone Graft; Thoracic; Screw; Bone; Curette; Cannula; Surgical; General & Plastic Surgery; Sacroiliac Joint Fixation; Electromyograph; Diagnostic; Stimulator; Electrical; Evoked Response; Interventional Fluoroscopic X-Ray System; Nerve; System; Image Processing; Radiological; Neurosurgical Nerve Locator; X-Ray; Fluoroscopic; Image-Intensified; Tamp; Bit; Drill; Light; Fiberoptic; Guide; Instrument; Device; Proximal Femoral; Implant; Plate; Pin; Smooth; Accessories; Arthroscopic; Specula Accessories; Spine; Laminoplasty; Metal; Probe; Posterior Cervical Screw System; Orthopedic; Ac-Powered Motor And Accessory/Attachment; Tap; Hammer; Bone Fixation Cerclage; Sublaminar; Nail; Rod; Intramedullary And Accessories; Elevator; Pusher; Socket; Chisel (Osteotome); Prosthesis; Shoulder; Non-Constrained; Metal/Polymer Cemented; Hemi-; Humeral; Metallic Uncemented; Wrench; Hook; Blade; Scalpel; Spinal Vertebral Body Replacement Device - Cervical; Reamer; Arthroscope; Cervical; Bender; Hip; Semi-Constrained; Uncemented; Metal/Polymer; Porous; Constrained; Cemented Or Uncemented; Cerclage; Mesh; Acetabular; Femoral; Cemented; Porous Uncemented; Metal Ball; Intervertebral Disc; Bone Cement; Posterior Screw Augmentation; Knee; Patello/Femoral; Patello/Femorotibial; Coated; Polymer/Metal/Polymer; Femorotibial; Knee Patellofemorotibial; Partial; Patellofemorotibial; Retractor; Screwdriver; Impactor; Cuff; Tracheal Tube; Inflatable; Tube; Tracheal (W/Wo Connector); Template; Auditory; Electrosurgical; Cutting & Coagulation & Accessories; Spinous Process Plate; Broach; Osteotome; Orthopedic Manual Surgical Instrument; Growing Rod System- Magnetic Actuation; Threaded; Filler; Bone Void; Calcium Compound; Caliper; Orthopedic Augmented Reality; Sterilization Wrap Containers; Trays; Cassettes & Other Accessories; Nail/Blade/Plate Combination; Multiple Component; Awl; Drills; Burrs; Trephines & Accessories (Simple; Powered),2; 1; 3,"Orthopedic; General, Plastic Surgery; Neurology; Physical Medicine; Radiology; Ear, Nose, Throat; Unknown; Anesthesiology; General Hospital",,openFDA
"RH USA, INC.",US,CA,455 N Canyons Pkwy Suite B LIVERMORE CA US 94551,2953684,GEX; ONG; ISA; PAY; QIU,Powered Laser Surgical Instrument; Powered Laser Surgical Instrument With MicrobeamFractional Output; Massager; Therapeutic; Electric; Over-The-Counter Radiofrequency Coagulation Device For Wrinkle Reduction; Intense Pulsed Light Device For Managing Dry Eye,2; 1,"General, Plastic Surgery; Physical Medicine; Ophthalmic",,openFDA
"PHOENIX INSTRUMENTS, INC.",US,IL,4985 Varsity Dr Lisle IL US 60532,1421879,GFI; JEX; KAN; GDM; EKJ; FGN; FZO; HAO; JYK; FDG; FZT; FZQ; HHM; HRQ; KAS; HNN; HNF; EMH; HCY; KAI; HDK; HDL; HER; KAL; KIK; GDH; FCL; FZZ; HMQ; KTF; GDJ; JYL; HNA; HTS; HMX; FFO; EGN; EFL; HHF; HCF; HXB; KCH; HRH; KBZ; MDM; FSM; DXC; LXH; MXY; KCT; EIK; EQH; OHW; BWB; KCJ; JOK; KOH; HNJ; EMR; GDI; FXE; EIY; HNM; HGC; HCD; HNI; FHA; HNQ; KTE; ILH; FZS; HNZ; KBA; HNH; JYH; HTJ; GDL; KAO; EPY; EKE; KTG; HWM; KBR; HTR; KTZ; NNR; FHB; LRP; GAD; FFN; HDJ; HNL; GAI; DWO; FZY; HWJ; GEA; EMJ; EMK; KBL; LRY; KBS; GCC; HDE; KAQ; HTX; HTO; GDZ; HWA; IRA; FFP; HDF; HSO; HWK; EML; JYF; DWS; LRW; EMS; BYY; DWP; HWI; KAC; HRR; JYO; GDN; GAH; EMG; GDO; HXD; HTT; HTE; GEO; JYQ; HYA; HXR; GAC; GEJ; FHQ; EIB; HOY; EKR; HXY; GDR; KAD; JYJ; HXG; FJR; KDG; GFD; HNR; GES; KBN; KOA; FHN; HNK; KBQ; FBX; JET; EIL; HOE; EAX; HNW; CCX; KCP; LGG; HTF; EIR; JYE; JYG; FTX; HXZ; KCB; HTC; HXL; FFQ; LRC; EXX; JYT; HDQ; HWO; HXK; GEG; GDG; EIX; KCG; FNS; FTY; EIG; HOF; HXS; HDA; GCJ; JYR; KQZ; JZF; FHL; ECP; KBB; HND; FGM; EMM; GAX; EMN; KBE; FZX; KAW; HBD; EEF; HNB; HDM; KAE; EMF; JYP; KAK; GFJ; HTD; GZX; JYY; HWQ; JYC; KQW; KCF; GEN; FNY; HFB; KBJ; EME; LKF; HNX; JZB; HTW; GFA; KBH; HMR; GEI; KAP; HNP; FBM; EKC; GAF; EIF; EMI; KBD; HTP; JYZ; GWX; EKB; GWY; EKI; GFF; FWZ; HXI; GZT; KBC; EJB; GEC; HNC; KYG; KAR; NNU; EJY; HNE; EYA; NBH; NNN; HBO; KAJ; HRT; EJG,Osteotome; Manual; Plier; Orthodontic; Chisel; Nasal; Needle; Aspiration And Injection; Reusable; Burnisher; Operative; Retractor; Non-Self-Retaining; Surgical; Instrument; Non-Powered; Holder; Ear Speculum; Fiberoptic; Cutter; Clip; Removable (Skin); Sound; Uterine; Hemostat; Knife; Ophthalmic; Scissors; Forceps; Rongeur; Curette; Mirror; Ent; Episiotomy; Vaginal; Pelvimeter; External; Hook; Bone; Gouge; General & Plastic Surgery; Biopsy; Non-Electric; Marker; Skin; Sclera; Punch; Clamp; Microsurgical Ear; Spud; Orthopedic; Cannula; Self-Retaining; Surgical Tissue; Dental; Dressing; Remover; Intrauterine Device; Contraceptive; Hook-Type; Ligature Passing And Knot Tying; Probe; Tracheal; Trephine; Snare; Tonsil; General Use; Tray; Vascular; Orthopedic Manual Surgical Instrument; Posterior Capsular Polishing; Polyvinyl Acetal; Sterilization Wrap Containers; Trays; Cassettes & Other Accessories; Carver; Wax; Source; Carrier; Fiberoptic Light; Burr; Corneal; Battery Powered; Rust Ring Removal; Tube Introduction; Applicator; Medical; Disposable; General Obstetric-Gynecologic; Corneo-Scleral; File; Periodontic; Dissector; Speculum; Non-Illuminated; Filling; Plastic; Ophthalmic Suturing; Ventricular; Penile; Trocar; Splint; Hand; And Components; Rasp; Ring; Ophthalmic (Flieringa); Excavator; Ear; Gauge; Depth; Suturing; Ethmoid; Tonsil Suturing; Caliper; Block; Cutting; Non-Sterile; Gastro-Urology; Non-Electrical; Umbilical; Lachrymal; Stripper; Vein; Cardiovascular; Hammer; Awl; Elevator; Depressor; Metal Tongue; Adenoid; Dilator; Catheter; Fibroid; Gynecological; Reamer; Handle; Scalpel; Impactor; External Limb Component; Mechanical; Rectal; Metal; Saw; Ossicle Holding; Instruments; General; Tube; Aspirating; Flexible; Connecting; Vessel; Corkscrew; Laryngectomy; Amputation; Stylet; Tooth Extractor; Applier; Loop; Wire; Wire Holding; Spatula; Ligature; Gastroenterologic; Syringe; Irrigating (Dental); Shield; Eye; Ophthalmic (Including Sunlamp Protective Eyewear And Post-Mydriatic Eyewear); Plugger; Root Canal; Endodontic; Brace; Drill; Manual And Accessories; Measuring; Tamp; Disconnect; Chisel (Osteotome); Dermatome; Blade; Gag; Mouth; Surgical Instruments; G-U; Manual (And Accessories); Ligator; Hemorrhoidal; Trabeculotomy; Urethral; Metal Or Plastic; Pick; Massaging; Support; Patient Position; Cast Application/Removal; Collar And Crown; Middle-Ear; Tonsil Suction; Pliers; Mallet; Ent Manual Surgical; Cervical; Fixed Size; Skid; Ring Cutter; Tape; Rulers And Calipers; All Types; Twister; Obstetrical; Laparoscope; Nipper; Malleus; Component; Traction; Non-Invasive; Ear Suction; Scoop; Ligature Tucking; Probe And Director; Tourniquet; Nonpneumatic; Scaler; Guide; Antrum; Handpiece (Brace); Rubber Dam; Spoon; Packer; Myringotomy; Microsurgical; Passer; Goniometer; Nonpowered; Esophageal; Basin; Emesis; Manipulator/Injector; Orbital; Bit; Adenotome; Ocular; Electrosurgical; Cutting & Coagulation & Accessories; Introducer; Sphere; Cannula And Trocar; Suprapubic; Non-Disposable; Accessories; Rod; Measuring Ear; Fork; Tuning; Explorer; Pinwheel; Amalgam; Bur; Operating Room Accessories Table Tray; For Neurosurgery; Brush; Scrub; Operating-Room; Specula; Device; Irrigation; Ocular Surgery; Irrigator; Sinus; Wire Cutting; Enucleating; Ureteral; Arthroscopic; Crimper; Scalp; Mobilizer; Rubber Dam Clamp,1; 2,"General, Plastic Surgery; Dental; Gastroenterology, Urology; Neurology; Obstetrics/Gynecology; Ear, Nose, Throat; Ophthalmic; Orthopedic; Cardiovascular; General Hospital; Anesthesiology; Physical Medicine",,openFDA
Precision One Medical,US,AL,2100 Riverchase Ctr Ste 106 Hoover AL US 35244,3017980266,DZE; NHA; DZL; HRS; KTT; HWC; NDP,Implant; Endosseous; Root-Form; Abutment; Dental; Screw; Fixation; Intraosseous; Plate; Bone; Appliance; Nail/Blade/Plate Combination; Multiple Component; Accessories,2; 1,Dental; Orthopedic,,openFDA
"Collagen Matrix, Inc",US,NJ,110 Commerce Dr Allendale NJ US 07401,3003300673,FTM; KGN; MQV,Mesh; Surgical; Wound Dressing With Animal-Derived Material(S); Filler; Bone Void; Calcium Compound,2; U,"General, Plastic Surgery; Unknown; Orthopedic",,openFDA
SCIENTIFIC MOLDING CORPORATION LTD. DBA SMC LTD.,US,CA,3250 BRICKWAY BLVD Santa Rosa CA US 95403,3010034260,NRY; KDN; MNB; GWG; MSB; GXI; IYO; QEW,Catheter; Thrombus Retriever; System; Perfusion; Kidney; Device; Thermal Ablation; Endometrial; Endoscope; Neurological; System And Accessories; Isolated Heart; Transport And Preservation; Probe; Radiofrequency Lesion; Imaging; Pulsed Echo; Ultrasonic; Peripheral Mechanical Thrombectomy With Aspiration,2; 3,"Cardiovascular; Gastroenterology, Urology; Unknown; Neurology; Radiology",,openFDA
"PRO-TECH DESIGN & MFG., INC.",US,CA,14561 MARQUARDT AVE. SANTA FE SPRINGS CA US 90670,2032521,IQG; QUQ; NVY; DTB; NVN; HET; GCJ; GCQ; MAX; QRB; LGW; GZB; KXE; BSP; KRG; NIK; DXY; NVZ; LWP; NKE; LWS; HWC; HTN; MNH; KWP; MNI; DRB; FPA; JKA; KWD; OSR; OJX; HRX; HNN; PMP; ODP; KTT; GZF; KWS; FMF; OIY; JWH; OAG; HSD; JWJ; LZC; LPH; QPY; OVD; LXC; GXR; DRE; QEZ; BTQ; GXI; OQG; LZO; OQI; JQC; KWY; MHY; NHL; PJS; NWW; SEP,Adaptor; Holder; Syringe; Knife; Intraocular Pressure Lowering; Permanent Defibrillator Electrodes; Permanent Pacemaker Electrode; Drug Eluting Permanent Right Ventricular (Rv) Or Right Atrial (Ra) Pacemaker Electrodes; Laparoscope; Gynecologic (And Accessories); General & Plastic Surgery; Endoscope; Flexible; Intervertebral Fusion Device With Bone Graft; Lumbar; Stimulator; Spinal-Cord; Totally Implanted For Relief Of Pain Due To Diabetic Neuropathy; Totally Implanted For Pain Relief; Implanted (Pain Relief); Prosthesis; Wrist; Hemi-; Ulnar; Needle; Conduction; Anesthetic (W/Wo Introducer); Programmer; Pacemaker; Defibrillator; Automatic Implantable Cardioverter; With Cardiac Resynchronization (Crt-D); Implantable Pacemaker Pulse-Generator; Pulse Generator; Permanent; Implantable; Implantable Pulse Generator; Pacemaker (Non-Crt); With Cardiac Resynchronization (Crt-P); Implantable Cardioverter Defibrillator (Non-Crt); Screw; Fixation; Bone; Washer; Bolt Nut; Orthosis; Spondylolisthesis Spinal Fixation; Appliance; Spinal Interlaminal; Spinal Pedicle Fixation; Stylet; Catheter; Set; Administration; Intravascular; Tubes; Vials; Systems; Serum Separators; Blood Collection; Toe; Phalangeal; Pacemaker/Icd/Crt Non-Implanted Components; Drug Eluting Permanent Left Ventricular (Lv) Pacemaker Electrode; Arthroscope; Ophthalmic; Dorsal Root Ganglion Stimulator For Pain Relief; Cervical; Nail/Blade/Plate Combination; Multiple Component; Peripheral Nerve; Shoulder; Semi-Constrained; Metal/Polymer Cemented; Piston; Knee; Patellofemorotibial; Cemented; Polymer + Additive/Metal/Polymer + Additive; Polymer/Metal/Polymer; Garment; Storage; Peritoneal Dialysis Catheter; Humeral; Metallic Uncemented; 3 Part Metal-Plastic-Metal Articulation; Medical Glove; Specialty; Hip; Metal/Polymer; Porous Uncemented; Autonomic Nerve; Implanted For Stroke Rehabilitation; Intervertebral Fusion Device With Integrated Fixation; Monitor; Pressure; Intracompartmental; Cover; Burr Hole; Dilator; Vessel; For Percutaneous Catheterization; Aspiration Thrombectomy Catheter; Airway; Nasopharyngeal; Probe; Radiofrequency Lesion; Hip Prosthesis; + Additive; Porous; Uncemented; Metal/Ceramic/Polymer; Cemented Or Non-Porous; Metal/Ceramic/Polymer + Additive; Centrifuges (Micro; Ultra; Refrigerated) For Clinical Use; Femoral; Cemented Or Uncemented; Electrical; Implanted; For Parkinsonian Tremor; For Parkinsonian Symptoms; For Essential Tremor; Hysteroscope Accessories; Device For Home Collection And Transport Of Vaginal Specimens By Lay Users For Use In An Approved Hpv Molecular Assay,1; 2; 3; U,"Physical Medicine; General, Plastic Surgery; Unknown; Cardiovascular; Obstetrics/Gynecology; Gastroenterology, Urology; Orthopedic; Neurology; Anesthesiology; General Hospital; Clinical Chemistry; Ophthalmic; Microbiology",,openFDA
ORCHID UNIQUE,US,MI,6688 Dixie Hwy Bridgeport MI US 48722,1828288,JDW; HRS; OLO; HWX; LZO; KWL; MBL; LPH; KWY; HWC; KTT; JEC; HXW; MBH; HSX; KRR; NPJ; HTE; GAC; NKB; HSB; MNI; KWQ; KWP; MNH; KWH; HTO; JEY; NQO; MEH; GFA; DZA; NTG; HTY; HTN; HWJ; HTW; MQN; PNW; LZD; LWJ; KWZ; MAY; JDI; HWE; EMM; GEY; JDC; KWT; MBF; HSD; KWS; NBH; JWH; OIY; GDY; ETN; HBE; HTR; KXE; GFG; OBT; HWM; HXI; FTY; FZX; JWJ; KWN; KWO; LXH; HWR; HAW; LXT; HXX; HXB; HBB; GFE; FSM; MDM; GDZ; LRY; GET; HWA; MBI; HTJ; HWI; HWT; GEI; HWW; ERL; DWH; KCT; GBX; NDP; DZL; DZJ; HXY; GFF; QPP; HTD; HWN; JDR; JDQ; GAD; HXG; HBF; EIA; HWB; EQJ; HWK; HXP; JDS; EJL; MAX; PHM; HTC; HTQ; KAM; DZI; HXC,Pin; Fixation; Threaded; Plate; Bone; Orthopedic Stereotaxic Instrument; Tap; Prosthesis; Hip; Semi-Constrained; Metal/Ceramic/Polymer; Cemented Or Non-Porous; Uncemented; Hemi-; Femoral; Metal; Metal/Polymer; Porous; Porous Uncemented; Cemented Or Uncemented; Screw; Appliance; Nail/Blade/Plate Combination; Multiple Component; Component; Traction; Invasive; Bender; Knee; Patello/Femorotibial; Coated; Polymer/Metal/Polymer; Femorotibial; Non-Constrained; Cemented; Patello/Femoral; Knee Patellofemorotibial; Partial; Elevator; Rasp; Surgical; General & Plastic Surgery; Thoracolumbosacral Pedicle Screw System; Rod; Intramedullary And Accessories; Orthosis; Spinal Pedicle Fixation; Spinal Intervertebral Body; Spinal Interlaminal; Spondylolisthesis Spinal Fixation; Toe; Constrained; Polymer; Reamer; Spinous Process Spacer/Plate; Metal / Polymer; Non-Porous; Calcium Phosphate; Blade; Saw; Drill; Dental; Intraoral; Ankle; Smooth; Washer; Bolt Nut; Awl; Bit; External Mandibular Fixator And/Or Distractor; Metatarsophalangeal Joint Cartilage Replacement Implant; Joint; Temporomandibular; Implant; Cemented Or Non-Porous Cemented; Osteophilic Finish; Instrument; Orthopedic; Ac-Powered Motor And Accessory/Attachment; Chisel; Osteotome; Motor; Surgical Instrument; Ac-Powered; Elbow; Shoulder; Metal/Polymer Cemented; Humeral; Metallic Uncemented; Accessories; Arthroscopic; Patellofemorotibial; Polymer + Additive/Metal/Polymer + Additive; Gauze/Sponge; Internal; X-Ray Detectable; Stimulator; Nerve; Drills; Burrs; Trephines & Accessories (Simple; Powered); Wrist; Ulnar; Growth Control; Pediatric; Epiphysiodesis; Passer; Wire; Tape; Measuring; Rulers And Calipers; Guide; 3 Part Metal-Plastic-Metal Articulation; Carpal Lunate; Carpal Scaphoid; Orthopedic Manual Surgical Instrument; Driver; Neurological Stereotaxic Instrument; Metal Composite; Screwdriver; Probe; Pneumatic; Brush; Dermabrasion; Powered; Tray; Manual; General Use; Handle; Scalpel; Punch; Pneumatic Powered; Impactor; Fastener; Nondegradable; Soft Tissue; Gauge; Depth; Corkscrew; Template; Electrosurgical; Cutting & Coagulation & Accessories; Countersink; Ent (Electric Or Pneumatic) Including Handpiece; Cardiovascular; Sterilization Wrap Containers; Trays; Cassettes & Other Accessories; Catheter; Irrigation; Endosseous; Intraosseous; And Bone Drill; Brace; Bur; Implantable Post-Surgical Kinematic Measurement Knee Device; Forceps; Compression; Staple; Cerclage; Retractor; Tamp; Trephines & Accessories (Compound; Unit; Operative Dental; Extractor; Ear; Nose And Throat; Trephine; Bending Or Contouring; Nail; Intervertebral Fusion Device With Bone Graft; Lumbar; Thoracic; Pliers; Broach; Cannula; Sinus; Wrench,2; 1; 3,"Orthopedic; Neurology; General, Plastic Surgery; Dental; Unknown; Ear, Nose, Throat; General Hospital",,openFDA
